Text_Final;Organisation;Environnement;Communication;Technique
<LF>Sentiment d'insécurité au niveau des effets personnels, porte de placard cassée, coffre fort accessible ... <LF>J'ai eu des difficultés a accepter d'être assisté durant les premiers jours, douches, habillement etc.;0;1;0;0
DIAGNOSTIC CLAIR;0;1;0;0
Qu'il y a pas assez de chambre individuelle;0;0;0;1
Secteur hôtelier pitoyable...chambre lamentable:peinture ecaillee,rainure causées par les bars,sol douteux salle de bains sans eau chaude ,lumière en panne,poignée de porte qui reste dans la main!!!! Un vrai festival de vétusté. C'est tellement énorme que l'on a du mal a le croire!;0;0;1;1
Personnel compétent. Matériel d'analyse performant.;0;0;1;0
spécialiste ORL très agréable douce calme très a l'écoute rien de négatif a dire;0;0;1;0
J'ai été rassurée et confiante;0;0;0;1
Un accueil très cordial, une bonne coordination des divers services, un suivi très attentif et une bonne information sur les résultats obtenus ( explorations fonctionnelles, analyses diverses );0;0;1;1
Excellent service, rapide et efficace. La médecine du XXIeme siècle.;0;1;0;0
Le professionnalisme des médecins et leur écoute.;0;0;1;0
Le service était quelque débordé mais assez acceuillant par contre pas de réglement possible aprés 15:30;0;0;1;0
l'extrême gentillesse et écoute du médecin.;0;0;1;0
gentillesse du personnel.;0;0;1;0
Vous etes le nec plus ultra de ce qui se fait en France et sans doute en Europe en matière de cardiologie. Je me sens complètement en sécurité. J'ai ressenti la sureté de votre expertise, la simplicité de Votre relation avec le patient et un travail d'équipe au service du patient. Vous êtes les meilleurs et je suis fier d'appartenir à un pays où la santé est un bien si précieux que vous savez entretenir. BRAVO A TOUTE VOTRE EQUIPE;0;0;1;1
Bon accueil<LF>médecin à l'écoute<LF>infirmières/aide soignante très serviable;0;0;1;0
Excellent accueil et prise en charge au sein de l'établissement. Personnel agréable et compétent.;1;0;0;0
Bonjour<LF>J'ai ete hospitalisé en Rythmologie et je dois mentionner ici ma grande satisfaction concernant la qualité ainsi que le comportment de tout le personnel(medecins,infirmiers(es),aide-soignantes).<LF>Ce n'est pas agreable d'ettre hospitalisé,mais c'est un grand reconfort de se savoir entouré par une equipe de professionels,qui vous respecte.;0;0;0;1
Le délai d'attente très raisonnable par rapport à l'heure prévue (+10mm);1;0;0;0
Prise en charge;0;0;1;1
Le médecin était à l'heure. Je n'ai pas eu à attendre pour régler la consultation puisque la facture me sera adressé par courrier. Le médecin a pris RDV pour moi pour un examen complémentaire sur l'hôpital pour faciliter la prise de RDV de sa propre initiative avec mon accord.;0;1;0;0
comparable un a hopital de brousse. La PITIE SALPËTRIERE S'EST DEGRADEE <LF>. DEPUIS 25 ANS QUE JE FREQUENTE CET HOPITAL SUITES A DES HOSPITALISATIONS PERSONNELLE PUIS PAR DES MEMEBRES DE MA FAMILLE. JE NE RECONNAIS PLUS CET HOPITAL. IL EST DECLASSE ET DEPASSE. LES CADRES DE SANTE A FORMER;0;0;1;0
on n'a changé les draps qu'une seule fois. <LF>On m'a changé de chambre au milieu de mon séjour;0;1;0;0
Information claire et suivie du chirurgien depuis la consultation jusqu'après l'intervention.;0;0;0;1
Le ménage  dans  la chambre;0;0;0;1
L'accueil très bon;1;0;0;0
Ma maladie... <SEP>);0;0;1;1
La personne chargée de l'accueil à qui j'ai présenté m'a convocation, nous a envoyés à l'autre bout de l'hôpital alors qu'il était spécifié sur cette convocation que celle-ci se faisait juste en face de son guichet, ce que je lui ai fait remarqué. Résultat, entre l'aller, l'attente et le retour, plus d'une 1/2 heure s'était écoulée.;1;0;0;0
Je n'ai rien retenu de positif concernant ce dermatologue chirurgien;0;0;1;0
1. Avant : J'ai eu trois ou quatre personne au téléphone pour une prise de rdv, dont une personne très désagréable et à la limite du manque de respect. Beaucoup de mal à joindre le service de prise de rdv consultation pour la maternité.<LF>2. Au cours : parfois de l'attente inutile car certaines personnes du personnel sont sur le portable ou discutent entres elles. On se sent parfois seule quand on va de services en services sans vraiment d'explications etc.<LF>3. Après : depuis mon dernier rdv je n'ai pas eu d'autres échanges...;0;0;1;0
Ecoute attentive du médecin, consultation qui a répondu à mon attente;0;0;0;1
Pour moi, la qualité du médecin, son écoute, son attention, ses réponses sont la raison principale pour laquelle je continue à consulter à Tenon. (malgré les contraintes géographiques pour moi).;0;0;1;0
l'accueil et la compétence des médecins et personnels d'accueil du service.;0;1;0;0
tout le monde a été attentif, compréhensif et tres professionnel;0;1;1;0
les repas sont vraiment horribles, un changement de chambre individuelle a chambre double non indiquée au départ (car le service ferme le WE) et une sonde urinaire enlevée en chambre double à la vue de mon voisin. mais cela n'entache pas ma très bonne impression générale;1;0;0;0
température de la chambre (période de canicule)<LF>pas de contact avec l'interne au moment de la sortie (erreur dans CR opératoire et dans arrêt travail) mais ceci est individu dépendant car bon contact avec les autres internes;0;0;0;1
Attente avant de passer un examen complémentaire sans savoir combien de temps cela allait durer , attente supérieure à 30 mn;0;0;1;0
Le spécialiste qui m'a reçue.;1;0;0;0
manque d'informations par médecin responsable;0;0;1;0
Le changement de rd-vous qui oblige a refaire toute une organisation quand on vient de loin.;0;0;1;1
L acceuil était génial;0;0;1;0
le professionnalisme du médecin et également sa gentillesse.;0;1;0;0
tout a l'exception de ce qui duit;0;0;1;0
La signalétique pour accéder en Consultations externes Pavillon violet;0;0;1;1
Mon rendez-vous était à 10h30 et j'ai été reçu à 11h30;0;0;1;0
équipe médicale à l'écoute du patient. sérieux dans le suivi. chirurgien très<LF>explicite dans ses informations. Bref : confiance;1;1;0;0
l'absence d'excuses ou de justifications d'un retard de plus d'1heure et demi et en conséquence le très mauvais accueil par le médecin;0;0;1;0
l'organisation rapide pour des actions vers d'autres services et la propreté des locaux qui n'est pas identique dans tous les services.;0;0;1;1
Environnement rassurant, écoute et disponibilité du médecin;0;0;1;0
La qualité exceptionnelle du traitement , la prise en charge attentive et le dévouement unique des médecins et infirmières.;0;1;0;0
rapidité de la prise en charge, secrétariat à l'écoute du besoin et compréhensif de la situation<LF><LF>la consultation a duré le temps nécessaire à l'explication des symptomes et examen clinique, je ne me suis pas sentie trop pressée par le temps: sensation agréable de ne pas être traité comme une <QT>marchandise<QT><LF><LF>compte-rendu du médecin reçu la semaine même de la consultation;0;0;1;1
5 kg de perdu car vraiment la nourriture est sans saveur la présentation et la variété ne donne pas envie de manger;0;0;1;0
Compétences et accueil des médecins et du personnel hospitalier;0;0;1;0
l humanité du personnel soignant;0;1;0;0
Le médecin a pris en compte ma situation de sportif pour adapter ses conseils.;0;0;1;0
inconfort;0;1;0;0
trés bon contact avec sa nouvelle neuropediatre mais hesite sur la prise en charge médicale de l'ime de ma fille car elle ne connais pas bien l'enfant.;0;0;1;0
matériel défectueux;0;0;1;1
Pourquoi ne pas prévenir les patients par téléphone du retard qu'il y a au lieu de nous faire pointer et attendre 2h comme des abrutis;0;0;1;1
Le personnel que j ai cotoyé ont des qualités professionnelles très appréciables.;1;0;0;0
Souriants, attentifs, professionnels, réactifs.;0;0;0;1
Depuis la mise en oeuvre du nouveau service, il semble que les délais d'attente sont plus importants qu'avant, sachant que j'ai pu comparer 3 situations précédentes avec une nouvelle situation.;0;1;0;0
L'opération subie (vaporisation adénome prostatique) s'est globalement bien passée.;0;0;1;1
Très gros manque de moyens et de matériel:pas d'écarteur d' oreille,pas de gants stériles sans latex (je suis allergique! Infirmière obligée d'en chercher dans un autre bâtiment!)... Très compliqué pour les médecins de travailler depuis que l'hospitalisation est à Tenon!!;0;0;1;1
QUALITES HUMAINES ET PROFESSIONNELLES VRAIMENT SATISFAISANTES;0;0;1;0
Bonne prise en charge par le médecin;0;0;1;0
Manque de confiance dans le malade :prise de médicaments . Devoir touj ours demander des résultats simples:prise de tension par exemple;0;0;0;1
Manque de politesse envers les paticiens;0;1;0;0
oui;0;0;0;1
Les locaux sont vieillissants.;0;1;0;0
Mon médecin traitant est jrs à l'écoute et très bon conseiller depuis 10 ans. C'est top ! <SEP>-);0;0;0;1
Aux abords de l'hôpital : les pseudos ambulances d'entreprises privées avec gyrophares, avertisseurs sonores qui viennent déposer ou reprendre des patients en consultation, et qui brûlent des stops, les feux rouges, franchissent les lignes jaunes notamment. Tout cela créé une insécurité autour de l'hôpital.;0;0;1;1
Vraiment peu d'empathie pour le patient. Manque de cohésion entre 2 docteurs d'un même service sur la lecture d'un scanner cérébral.;0;0;0;1
médecin ORL m'a dit que tout allait bien de son point de vue;0;0;0;1
Mes consultations se passent au mieux et je suis complètement satisfaite.<LF>Mon médecin est exceptionnel à plus d<QT>un titre.;0;0;1;0
J'ai été très bien traité au cours de ma hospitalisation, l'opération s'est bien passé avec, je l'espère, de bonnes résultats.;1;0;0;0
plus tot , tres positif , les médecins sont gentils .;0;1;0;0
DEs heures d'attente à chaque  examen ou pour voir le médecin.;0;0;1;0
L'accueil, la propreté des locaux, la patience du personnel administratif et soigant.;1;0;0;0
difficulté de communication avec les médecins et les chirurgiens mais pas avec les infirmières;1;0;0;0
attente trop longue 1h30 entre l horaire du rendez vous et la prèsence du mèdecin mais je peu le comprendre d un professeur qui fait de la chirurgie;0;0;1;0
la caisse bcp trop loin du sce;0;0;0;1
Personnel en général sympathique;1;0;0;0
l,accueil en général.....docteur,chirurgien,personnel <LF>la qualité des soins et le respects des horaires par tous....;0;0;1;0
Rapidité;1;0;0;0
Très bon accueil de tout le personnel (aide soignantes, infirmières, secrétaires et medecin);0;1;0;0
45 minutes d'attente pour être prise en charge à l'accueil RV à 8h30 mais le médecin n'arrive qu'à 10h, au bureau des RV prévoir un ticket car les personnes qui attendent ne se mettent pas en queue et il y a des conflits qui se créent car on ne sait pas qui est avant ou après nous. Impossible de joindre par téléphone le service.;0;0;1;1
Il n'y a pas de parking pour l'Hopital;0;0;1;1
Les soins et l'attention apportés par le personnel médical;0;0;0;1
Très pro et attentif;0;1;0;0
pour la cs diabétologie, j'aurais aimé une prise de la tension artérielle;0;0;1;1
Les locaux et l'équipement,;0;0;1;0
Médecin tres pro et tres à l'écoute;1;0;0;0
médecin très à l'écoute.;0;1;1;0
Pas de séjour juste une première consultation et un suivi.;0;0;1;0
Beaucoup trop de promiscuité dans la salle d'attente '- trop petite superficie au regard du grand nombre de patients - avec manque d'intimité pour échanger avec son accompagnant et atmosphère anxiogène.;1;0;1;0
le sérieux, la gentillesse des infirmières de nuit comme de jour est remarquable.;0;0;1;0
J'étais la première patiente de la journée et j'ai été reçue avec plus d'une heure de retard, sans aucune explication ni excuse du médecin ni de la secrétaire. Le médecin m'a donné peu d'explications et n'a pas pris le temps de reprendre avec moi tout l'historique de ma maladie et de mes examens précédents.;0;0;1;1
Le fait que le chirurgien nous communique son numero de tel et qu'elle nous appelle pour nous tenir au courant des décisions concernant l'operation , que le chirurgien à qui elle a transmis le dossier nous tel pour s'inquiéter de nos questions . Merci mille fois de cette humanité.;0;1;0;0
Pas d'attente significative, bonne connaissance de la maladie et des autres médecins me suivant;0;0;1;0
Le manque de chambre dans le service .;1;0;0;0
Pas d'aide soignants  le week-end dans le service ORL;0;0;1;0
rapidité de prise en charge<LF>gentillesse du personnel<LF>c'était un soir oà¹ il y avait peu de monde aux urgences maternité donc très bien mais ce n'est pas toujours le cas...;0;0;1;0
disponibilités des infirmières et aide soignantes;0;0;1;0
personnel médical dans son ensemble rassurant dévoué t réactif;1;0;0;0
La difficulté à trouver le bâtiment.<LF>Le manque de clarté et de patience du personnel d'accueil;0;0;1;0
horaires de consultation compliqué ... retard du matin accumulés au lieu de 11h30 je suis passée à  14h. Les 2 secrétaires de l'hdj et de la consult mangent au même moment donc plus personne pour reprendre rdv et une seule ide pour les prises de da g donc attente supplémentaire car parties manger les prises de sang se sont accumulés ... une journée entière pour 20 min avec les médecin c long sans parler de la difficulté à  venir en voiture car g eu de gros pbs de transport;0;0;1;0
explications claires des médecins gentillesse du personnel;0;0;0;1
